"","from","V1","reason"
"9662","opsnewsticker","newsmahogany",NA
"9666","pir","evergreenreply",NA
"9667","evergreen","pir",NA
"9669","evergreen","pir",NA
"9675","sullivanjacob","michaelzubrow",NA
"9680","pir","evergreenreply",NA
"9681","evergreen","pir",NA
"9683","evergreen","pir",NA
"9693","cherylmills","reinesphilippei",NA
"9695","evergreen","pir",NA
"9697","cherylmills","whitepamelaa",NA
"9698","cherylmills","cherylmills",NA
"9699","opsnewsticker","newsmahogany",NA
"9707","opsnewsticker","seso_shiftii",NA
"9708","feltmanjeffreyd","humaabedin","1.4(B),1.4(D)"
"9709","sullivanjacob","samuelberger",NA
"9715","muntercameronp","ruggierofrankj","1.4(B),1.4(D)"
"9717","sullivanjacob","mchalejuditha",NA
"9718","mchalejuditha","sullivanjacob",NA
"9719","mchalejuditha","whartondavidb",NA
"9720","shannonthomasa","cherylmills",NA
"9721","burnswilliam","sullivanjacob",NA
"9722","sullivanjacob","burnswilliam",NA
"9723","feltmanjeffreyd","sullivanjacob",NA
"9727","crowleyphilip","cherylmills",NA
"9728","cherylmills","crowleyphilipj",NA
"9729","crowleyphilipj","cherylmills",NA
"9730","cherylmills","crowleyphilipj",NA
"9731","opsnewsticker","seso_shiftii",NA
"9734","shannonthomasa","cherylmills",NA
"9737","opsnewsticker","newspakistan",NA
"9738","opsnewsticker","newsmahogany",NA
"9741","evergreen","pir",NA
"9744","toivnoraf","cherylmills",NA
"9745","burnswilliam","sullivanjacob","1.4(B),1.4(D)"
"9746","smithdanielb","burnswilliam","1.4(B),1.4(D)"
"9747","opsnewsticker","newsmahogany",NA
"9750","mchalejuditha","sullivanjacob",NA
"9751","mchalejuditha","whartondavidb",NA
"9754","posnermichaelh","crowleyphilipj",NA
"9755","evergreen","pir",NA
"9757","evergreen","pir",NA
"9759","lucaslaurad","sullivanjacob","1.4(B),1.4(D)"
"9760","opsnewsticker","newsegypt",NA
"9761","rudmanmara","sullivanjacob",NA
"9762","sullivanjacob","rudmanmara",NA
"9763","rudmanmara","sullivanjacob",NA
"9765","sullivanjacob","humaabedin",NA
"9768","opsnewsticker","newsmahogany",NA
"9769","feltmanjeffreyd","scobeymargaret","1.4(B),1.4(D)"
"9770","opsnewsticker","newsmahogany",NA
"9771","opsnewsticker","seso_shiftiii",NA
"9772","cherylmills","sullivanjacob",NA
"9773","sullivanjacob","cherylmills",NA
"9774","cherylmills","sullivanjacob",NA
"9775","sullivanjacob","cherylmills",NA
"9776","hydedana","nidesthomasr",NA
"9779","carsonjohnnie","cherylmills","1.4(B),1.4(D)"
"9780","cherylmills","gipsdonaldh","1.4(B),1.4(D)"
"9781","cherylmills","gipsdonaldh","1.4(B),1.4(D)"
"9782","vermarichardr","burnswilliam",NA
"9783","burnswilliam","cherylmills",NA
"9786","kennedypatrickf","cherylmills",NA
"9787","cherylmills","kennedypatrickf",NA
"9788","kennedypatrickf","feltmanjeffreyd",NA
"9789","feltmanjeffreyd","lohmanlee",NA
"9792","sullivanjacob","humaabedin",NA
"9794","cherylmills","pascualcarlos",NA
"9795","pascualcarlos","cherylmills",NA
"9796","opsnewsticker","newsca",NA
"9799","verveermelannes","hdr@clintonemaill",NA
"9800","feltmanjeffreyd","sullivanjacob",NA
"9802","mullstephend","burnswilliam",NA
"9803","burnswilliam","nidesthomasr",NA
"9804","nidesthomasr","vermarichardr",NA
"9805","vermarichardr","vermarichardr",NA
"9806","vermarichardr","burnswilliam",NA
"9810","opsnewsticker","newsegypt",NA
"9811","mertenkennethh","holmesstephaniee","1.4(B),1.4(D),B1"
"9812","cherylmills","mertenkennethh","1.4(B),1.4(D),B1"
"9813","mertenkennethh","cherylmills","1.4(B),1.4(D),B1"
"9814","lindwalldavide","kujawinskipeteri",NA
"9815","opsnewsticker","newsdrl",NA
"9816","opsnewsticker","newssca",NA
"9817","burnswilliam","feltmanjeffreyd",NA
"9818","feltmanjeffreyd","sullivanjacob",NA
"9819","mullstephend","burnswilliam",NA
"9821","humaabedin","millscd",NA
"9822","burnswilliam","nidesthomasr",NA
"9823","burnswilliam","nidesthomasr",NA
"9824","nidesthomasr","vermarichardr",NA
"9825","vermarichardr","vermarichardr",NA
"9826","vermarichardr","burnswilliam",NA
"9827","opsnewsticker","newsmahogany",NA
"9829","humaabedin","feltmanjeffreyd",NA
"9830","feltmanjeffreyd","sullivanjacob",NA
"9836","opsnewsticker","newsegypt",NA
"9840","sullivanjacob","sullivanjacob",NA
"9842","opsnewsticker","newsmahogany",NA
"9845","posnermichaelh","sullivanjacob",NA
"9849","cherylmills","cherylmills",NA
"9850","opsnewsticker","newsmahogany",NA
"9857","jilotylaurenc","fi",NA
"9859","opsnewsticker","newsmahogany",NA
"9860","gordonphiliph","vermarichardr",NA
"9861","vermarichardr","sullivanjacob",NA
"9862","wellsaliceg","feltrnanjeffreyd",NA
"9865","opsnewsticker","seso_shift",NA
"9868","opsnewsticker","newsmahogany",NA
"9869","opsnewsticker","newsmahogany",NA
"9870","verveermelannes","ihdr@clintonemair",NA
"9871","pascualcarlos","sullivanjacob",NA
"9879","opsnewsticker","newsnea",NA
"9880","lucaslaurad","sullivanjacob",NA
"9881","cherylmills","cherylmills",NA
"9882","opsnewsticker","seso_shiftii",NA
"9883","opsnewsticker","newsmahogany",NA
"9884","opsnewsticker","newsmahogany",NA
"9885","opsnewsticker","newsnea",NA
"9886","opsnewsticker","newsmahogany",NA
"9887","opsnewsticker","newsmahogany",NA
"9888","wellsaliceg","feltmanjeffreyd",NA
"9889","rossalec","sullivanjacob",NA
"9892","gordonphiliph","vermarichardr",NA
"9893","vermarichardr","sullivanjacob",NA
"9895","opsnewsticker","newsmahogany",NA
"9898","sbwhoeop","jilotylaurenc",NA
"9902","hydedana","cherylmills",NA
"9903","valmorolona","valmorolona",NA
"9905","shannonthomasa","cherylmills",NA
"9908","pascualcarlos","cherylmills",NA
"9911","opsnewsticker","newseap",NA
"9915","humaabedin","mchalejuditha",NA
"9916","mchalejuditha","thi",NA
"9921","opsnewsticker","newsmahogany",NA
"9922","opsnewsticker","newsmahogany",NA
"9923","opsnewsticker","newsmahogany",NA
"9927","pascualcarlos","cherylmills",NA
"9932","mullstephend","benjamindaniels",NA
"9935","opsnewsticker","newsmahogany",NA
"9936","feldmandanielf","nasrsvalir",NA
"9937","feldmandanielf","nasrsvalir",NA
"9938","sullivanjacob","humaabedin",NA
"9940","opsnewsticker","newseap",NA
"9943","valmorolona","valmorolona",NA
"9946","mullstephend","benjamindaniels",NA
"9947","pascualcarlos","humaabedin",NA
"9953","opsnewsticker","newsnea",NA
"9954","ricesusane","cherylmills",NA
"9957","shannonthomasa","cherylmills","1.4(B),1.4(D)"
"9958","cherylmills","adamsthomasc","1.4(B),1.4(D)"
"9959","opsnewsticker","newsmahogany",NA
"9969","opsnewsticker","newsmahogany",NA
"9970","louispierrea","mccaryjohna","1.4(B),1.4(D)"
"9971","louispierrea","mertenkennethh","1.4(B),1.4(D)"
"9973","opsnewsticker","newsnea",NA
"9974","opsnewsticker","newsmahogany",NA
"9975","opsnewsticker","newsnea",NA
"9978","opsnewsticker","newsmahogany",NA
"9983","mertenkennethh","lindwalldavide","1.4(B),1.4(D)"
"9984","lindwalldavide","joneskalic","1.4(B),1.4(D)"
"9985","lindwalldavide","kujawinskipeteri","1.4(B),1.4(D)"
"9986","mertenkennethh","piechowskijone","1.4(B),1.4(D)"
"9987","kennedypatrickf","humaabedin",NA
"9988","annemarieslaughter","cherylmills",NA
"9989","opsnewsticker","sesshiftiii",NA
"9990","opsnewsticker","newsmahogany",NA
"9991","cherylmills","class","1.4(D)"
"9992","feltmanjeffreyd","sullivanjacob","1.4(B),1.4(D)"
"9994","opsnewsticker","newsmahogany",NA
"9997","opsnewsticker","newsmahogany",NA
"9998","opsnewsticker","newsmahogany",NA
"9999","opsnewsticker","newsmahogany",NA
"10000","mertenkennethh","cherylmills","1.4(B),1.4(D)"
"10001","opsnewsticker","newsmahogany",NA
"10002","opsnewsticker","newsaf",NA
"10006","opsnewsticker","newsnea",NA
"10007","opsnewsticker","newsmahogany",NA
"10008","opsnewsticker","newsmahogany",NA
"10009","opsnewsticker","newsmahogany",NA
"10010","opsnewsticker","newsmahogany",NA
"10011","ricesusane","cherylmills",NA
"10012","hormatsrobertd","sullivanjacob",NA
"10013","opsnewsticker","newsh",NA
"10014","opsnewsticker","newshaiti",NA
"10015","opsnewsticker","newsh",NA
"10019","rodriguezmiguele","mcmanusmatthewt",NA
"10022","feltmanjeffreyd","sullivanjacob",NA
"10023","opsnewsticker","newsmahogany",NA
"10024","opsnewsticker","newsnea",NA
"10025","klevorickcaitlinb","cherylmills",NA
"10026","opsnewsticker","newsi",NA
"10032","annemarieslaughter","cherylmills",NA
"10034","opsnewsticker","newsmahogany",NA
"10037","feltmanjeffreyd","sullivanjacob",NA
"10038","opsnewsticker","newsi",NA
"10039","feltmanjeffreyd","sullivanjacob",NA
"10040","opsnewsticker","newsafghanistan",NA
"10041","opsnewsticker","newsnea",NA
"10042","kennedypatrickf","macmanusjosephe",NA
"10048","feltmanjeffreyd","sullivanjacob",NA
"10051","mullstephend","cherylmills",NA
"10052","carsonjohnnie","mullstephend",NA
"10053","carsonjohnnie","mullstephend",NA
"10054","mullstephend","carsonjohnnie",NA
"10055","opsnewsticker","newsmahogany",NA
"10058","feltmanjeffreyd","sullivanjacob",NA
"10059","opsnewsticker","newssudan",NA
"10062","carsonjohnnie","cherylmills",NA
"10063","cherylmills","carsonjohnnie",NA
"10064","annemarieslaughter","cherylmills",NA
"10065","cherylmills","annemarieslaughter",NA
"10066","annemarieslaughter","mullstephend",NA
"10067","mullstephend","cherylmills",NA
"10068","carsonjohnnie","mullstephend",NA
"10069","mullstephend","carsonjohnnie",NA
"10070","carsonjohnnie","mullstephend",NA
"10071","mullstephend","carsonjohnnie",NA
"10074","annemarieslaughter","mullstephend",NA
"10075","mullstephend","cherylmills",NA
"10076","carsonjohnnie","mullstephend",NA
"10077","mullstephend","carsonjohnnie",NA
"10078","carsonjohnnie","mullstephend",NA
"10079","mullstephend","carsonjohnnie",NA
"10081","annemarieslaughter","mullstephend",NA
"10082","mullstephend","cherylmills",NA
"10083","carsonjohnnie","mullstephend",NA
"10084","mullstephend","carsonjohnnie",NA
"10085","carsonjohnnie","mullstephend",NA
"10086","mullstephend","carsonjohnnie",NA
"10087","opsnewsticker","newsmahogany",NA
"10088","toivnoraf","cherylmills",NA
"10089","opsnewsticker","newsmahogany",NA
"10090","feltmanjeffreyd","sullivanjacob",NA
"10091","rudmanmara","sullivanjacob",NA
"10092","cherylmills","johnpodesta",NA
"10093","cherylmills","johnpodesta",NA
"10095","opsnewsticker","newsnea",NA
"10096","humaabedin","vermarichardr",NA
"10100","cherylmills","kennedypatrickf",NA
"10101","opsnewsticker","newsmahogany",NA
"10104","brimmerestherd","sullivanjacob",NA
"10105","feltmanjeffreyd","connellymaura","1.4(B),1.4(D)"
"10106","brimmerestherd","sullivanjacob",NA
"10107","valmorolona","valmorolona",NA
"10114","feldmandanielf","bommerashleyf",NA
"10115","mchalejuditha","feldmandanielf",NA
"10120","valmorolona","valmorolona",NA
"10121","kennedypatrickf","cherylmills",NA
"10122","kennedypatrickf","cherylmills",NA
"10123","cherylmills","kennedypatrickf",NA
"10129","cherylmills","ileana",NA
"10132","jeffreylfarrow","sullivanjacob",NA
"10133","humaabedin","annemarieslaughter",NA
"10135","opsnewsticker","newsnea",NA
"10138","opsnewsticker","newsmahogany",NA
"10142","feltmanjeffreyd","humaabedin",NA
"10157","burnswilliam","kennedypatrickf",NA
"10158","kennedypatrickf","mullstephend",NA
"10159","cherylmills","kennedypatrickf",NA
"10160","simmonskristam","newsmahogany",NA
"10161","shannonthomasa","humaabedin",NA
"10162","valmorolona","valmorolona",NA
"10170","caitlinklevorick","cherylmills",NA
"10186","simmonskristam","newsmahogany",NA
"10192","cherylmills","kendalldavid",NA
"10193","cherylmills","kendalldavid",NA
"10205","mullstephend","cherylmills","1.4(B),1.4(D)"
"10206","feltmanjeffreyd","sandersonjaneta","1.4(B),1.4(D)"
"10207","feltmanjeffreyd","sandersonjaneta","1.4(B),1.4(D)"
"10222","mooreannaw","newsmahogany",NA
"10229","valenzuelaarturoa","sullivanjacob",NA
"10234","cherylmills","goosbyeric",NA
"10235","goosbyeric","cherylmills",NA
"10238","campbellkurtm","sullivanjacob",NA
"10239","sullivanjacob","campbellkurtm",NA
"10249","caitlinklevorick","cherylmills",NA
"10254","simmonskristam","newsmahogany",NA
"10269","caitlinklevorick","cherylmills",NA
"10274","caitlinklevorick","cherylmills",NA
"10291","rodriguezmiguele","humaabedin",NA
"10293","vermarichardr","humaabedin",NA
"10294","humaabedin","rodriguezmiguele",NA
"10295","rodriguezmiguele","cherylmills",NA
"10306","cherylmills","tauscherellen",NA
"10307","sullivanjacob","cherylmills",NA
"10310","sterntoddd","sullivanjacob",NA
"10318","rodriguezmiguele","cherylmills",NA
"10326","cherylmills","tauscherellen",NA
"10327","sullivanjacob","cherylmills",NA
"10333","cherylmills","riesertim",NA
"10334","cherylmills","riesertim",NA
"10335","cherylmills","riesertim",NA
"10336","cherylmills","riesertim",NA
"10340","verveermelannes","jilotylaurenc",NA
"10358","cherylmills","tauscherellen",NA
"10359","sullivanjacob","cherylmills",NA
"10370","hydedana","cherylmills",NA
"10380","cherylmills","laszczychjoanne","1.4(B),1.4(D)"
"10381","cherylmills","adamsthomasc","1.4(B),1.4(D)"
"10386","verveermelannes","moriartyjamesf","1.4(D)"
"10387","verveermelannes","moriartyjamesf","1.4(D)"
"10388","verveermelannes","moriartyjamesf","1.4(D)"
"10396","buhlcindy","cherylmills",NA
"10428","withersannem","newsmahogany",NA
"10434","withersannem","newsmahogany",NA
"10453","withersannem","newsmahogany",NA
"10458","withersannem","newsmahogany",NA
"10501","withersannem","newsmahogany",NA
"10509","withersannem","newsmahogany",NA
"10511","withersannem","newsmahogany",NA
"10524","cherylmills","jacobsjanicel",NA
"10533","feltmanjeffreyd","jakesullivar",NA
"10537","toivnoraf","cherylmills",NA
"10564","schwartzlarry","mchalejuditha",NA
"10570","cherylmills","liz@schraye",NA
"10578","simmonskristam","newsmahogany",NA
"10598","evergreen","pir",NA
"10600","simmonskristam","newsmahogany",NA
"10621","rossalec","cherylmills",NA
"10622","cherylmills","rossalec",NA
"10623","rossalec","cherylmills",NA
"10627","burnswilliam","sullivanjacob",NA
"10631","cherylmills","humaabedin",NA
"10635","schwerindanielb","humaabedin",NA
"10652","schwartzlarry","mchalejuditha",NA
"10682","evergreen","pir",NA
"10695","schwartzlarry","mchalejuditha",NA
"10720","evergreen","pir",NA
"10729","annemarieslaughter","annemarieslaughter",NA
"10760","aclb","fidr@clintonemailcom","1.4(B),1.4(D)"
"10761","aclb","hl","1.4(B),1.4(D)"
"10793","humaabedin","sullivanjacob",NA
"10794","sullivanjacob","humaabedin",NA
"10795","humaabedin","hi",NA
"10811","holbrookerichard","sullivanjacob",NA
"10818","aclb","ih","1.4(B),1.4(D)"
"10870","sullivanjacob","annemarieslaughter",NA
"10890","toivnoraf","jacobsjanicel",NA
"10919","annemarieslaughter","annemarieslaughter",NA
"10923","pir","evergreenreply",NA
"10928","evergreen","pir",NA
"10959","annemarieslaughter","annemarieslaughter",NA
"10990","evergreen","pir",NA
"11000","cherylmills","muscatinelissa",NA
"11041","annemarieslaughter","annemarieslaughter",NA
"11053","jilotylaurenc","humaabedin",NA
"11059","mullstephend","cherylmills",NA
"11127","humaabedin","annemarieslaughter",NA
"11152","jilotylaurenc","ihl",NA
"11157","mchalejuditha","shahrajiv",NA
"11161","pascualcarlos","cherylmills",NA
"11180","jilotylaurenc","ih",NA
"11192","jilotylaurenc","ih",NA
"11197","jilotylaurenc","ihdr@clintonemailcorni",NA
"11236","lissamuscatine","humaabedin",NA
"11244","mchalejuditha","shahrajiv",NA
"11252","pascualcarlos","cherylmills",NA
"11263","mchalejuditha","shahrajiv",NA
"11286","mchalejuditha","shahrajiv",NA
"11293","pascualcarlos","cherylmills",NA
"11311","jilotylaurenc","ih",NA
"11321","jilotylaurenc","hl",NA
"11339","mchalejuditha","shahrajiv",NA
"11349","rossalec","cherylmills",NA
"11359","verveermelannes","cherylmills",NA
"11360","cherylmills","verveermelannes",NA
"11361","verveermelannes","cherylmills",NA
"11366","carsonjohnnie","teitelbaumdonald",NA
"11379","carsonjohnnie","teitelbaumdonald",NA
"11398","mooreannaw","newsmahogany",NA
"11403","mchalejuditha","mellottjoseph",NA
"11404","sullivanjacob","singhvikramj",NA
"11417","cherylmills","pcharron",NA
"11426","cherylmills","pcharron",NA
"11443","reinesphilippei","sullivanjacob",NA
"11447","mchalejuditha","mellottjoseph",NA
"11448","sullivanjacob","singhvikram",NA
"11460","carsonjohnnie","teitelbaumdonald",NA
"11508","lewjacob","cherylmills",NA
"11519","rodriguezmiguele","cherylmills",NA
"11520","rodriguezmiguele","cherylmills",NA
"11535","brimmerestherd","sullivanjacob",NA
"11543","sullivanjacob","cherylmills",NA
"11544","crowleyphilipj","rhodesbenjaminj",NA
"11555","burnswilliam","sullivanjacob",NA
"11571","schwerindanielb","sullivanjacob",NA
"11596","reynosojulissa","cherylmills",NA
"11597","cherylmills","reynosojulissa",NA
"11602","crowleyphilipj","kennedypatrickf",NA
"11614","cherylmills","ruckmankathleens",NA
"11615","cherylmills","ruckmankathleens",NA
"11616","cherylmills","ruckmankathleens",NA
"11617","cherylmills","ruckmankathleens",NA
"11630","cherylmills","carsonjohnnie",NA
"11641","crowleyphilipj","kennedypatrickf",NA
"11652","sullivanjacob","th",NA
"11667","cherylmills","posnermichaelh",NA
"11674","cherylmills","posnermichaelh",NA
"11675","posnermichaelh","cherylmills",NA
"11689","schwerindanielb","reinesphilippei",NA
"11705","cherylmills","laszczychjoanne","1.4(B),1.4(D)"
"11706","cherylmills","adamsthomasc","1.4(B),1.4(D)"
"11708","humaabedin","sullivanjacob",NA
"11740","cherylmills","crowleyphilipj",NA
"11741","mcdonoughdenisr","cherylmills",NA
"11742","cherylmills","mcdonoughdenisr",NA
"11743","mcdonoughdenisr","cherylmills",NA
"11744","cherylmills","mcdonoughdenisr",NA
"11745","mcdonoughdenisr","cherylmills",NA
"11746","cherylmills","mcdonoughdenisr",NA
"11747","mcdonoughdenisr","cherylmills",NA
"11752","cherylmills","crowleyphilipj",NA
"11753","mcdonoughdenisr","cherylmills",NA
"11754","cherylmills","mcdonoughdenisr",NA
"11755","mcdonoughdenisr","cherylmills",NA
"11756","cherylmills","mcdonoughdenisr",NA
"11757","mcdonoughdenisr","cherylmills",NA
"11758","cherylmills","mcdonoughdenisr",NA
"11759","mcdonoughdenisr","cherylmills",NA
"11766","cherylmills","crowleyphilipj",NA
"11767","mcdonoughdenisr","cherylmills",NA
"11768","cherylmills","mcdonoughdenisr",NA
"11769","mcdonoughdenisr","cherylmills",NA
"11770","cherylmills","mcdonoughdenisr",NA
"11771","mcdonoughdenisr","cherylmills",NA
"11772","cherylmills","mcdonoughdenisr",NA
"11773","mcdonoughdenisr","cherylmills",NA
"11776","cherylmills","crowleyphilip",NA
"11777","mcdonoughdenisr","cherylmills",NA
"11778","cherylmills","mcdonoughdenisr",NA
"11779","mcdonoughdenisr","cherylmills",NA
"11780","cherylmills","mcdonoughdenisr",NA
"11781","mcdonoughdenisr","cherylmills",NA
"11782","cherylmills","mcdonoughdenisr",NA
"11783","mcdonoughdenisr","cherylmills",NA
"11786","cherylmills","crowleyphilipj",NA
"11787","mcdonoughdenisr","cherylmills",NA
"11788","cherylmills","mcdonoughdenisr",NA
"11789","mcdonoughdenisr","cherylmills",NA
"11790","cherylmills","mcdonoughdenisr",NA
"11791","mcdonoughdenisr","cherylmills",NA
"11792","cherylmills","mcdonoughdenisr",NA
"11793","mcdonoughdenisr","cherylmills",NA
"11798","annemarieslaughter","lakesullivanlewjacob",NA
"11799","sullivanjacob","lewjacob",NA
"11800","sullivanjacob","cherylmills",NA
"11805","feldmandanielf","turkdavidm",NA
"11813","kellycraiga","stevensonandrewd",NA
"11817","mcdonoughdenisr","cherylmills",NA
"11820","mcdonoughdenisr","cherylmills",NA
"11834","mullstephend","sullivanjacob",NA
"11841","cherylmills","dar",NA
"11844","cherylmills","dan",NA
"11855","carsonjohnnie","sullivanjacob",NA
"11877","feltmanjeffreyd","valmorolona",NA
"11882","feltmanjeffreyd","valmorolona",NA
"11885","feltmanjeffreyd","valmorolona",NA
"11887","sullivanjacob","cherylmills","1.4(D)"
"11914","annemarieslaughter","annemarieslaughter",NA
"11921","sullivanjacob","david__pressmancherylmills",NA
"11924","sullivanjacob","davic_pressmancherylmills",NA
"11927","cherylmills","michael_b_froman",NA
"11928","klevorickcaitlinb","cherylmills",NA
"11950","vermarichardr","sullivanjacob",NA
"11953","cherylmills","kohharoldhongju",NA
"11956","vermarichardr","sullivanjacob",NA
"11962","evergreen","pir",NA
"11964","evergreen","pir",NA
"11974","annemarieslaughter","lewjacob",NA
"11975","annemarieslaughter","annemarieslaughter",NA
"11979","sullivanjacob","annemarieslaughter",NA
"11982","sullivanjacob","annemarieslaughter",NA
"11988","evergreen","pir",NA
"11990","evergreen","pir",NA
"11995","holbrookerichard","jonespaulw",NA
"12001","mcdonoughdenisr","cherylmills",NA
"12002","cherylmills","mcdonoughdenisr",NA
"12003","mcdonoughdenisr","cherylmills",NA
"12004","cherylmills","mcdonoughdenisr",NA
"12005","kennedypatrickf","cherylmills",NA
"12006","kennedypatrickf","cherylmills",NA
"12020","mullstephend","sullivanjacob",NA
"12038","reynosojulissa","cherylmills",NA
"12049","wellsaliceg","sullivanjacob",NA
"12056","schwartzlarry","mchalejuditha",NA
"12061","schwartzlarry","mchalejuditha",NA
"12064","schwartzlarry","mchalejuditha",NA
"12124","kennedypatrickf","cherylmills",NA
"12135","rodriguezmiguele","humaabedin",NA
"12136","humaabedin","rodriguezmiguele",NA
"12144","mcdonoughdenisr","sullivanjacob",NA
"12147","mcdonoughdenisr","sullivanjacob",NA
"12150","burnswilliam","cherylmills",NA
"12151","cherylmills","burnswilliam",NA
"12152","mcdonoughdenisr","cherylmills",NA
"12153","cherylmills","mcdonoughdenisr",NA
"12154","mcdonoughdenisr","cherylmills",NA
"12155","cherylmills","mcdonoughdenisr",NA
"12182","hormatsrobertd","sullivanjacob",NA
"12185","hormatsrobertd","sullivanjacob",NA
"12188","mcdonoughdenisr","cherylmills",NA
"12191","rudmanmara","sullivanjacob",NA
"12204","burnswilliam","sullivanjacob","1.4(B),1.4(D)"
"12209","humaabedin","farnsworthsarahs",NA
"12216","verveermelannes","ihi",NA
"12223","tauscherellen","timbiejamesp",NA
"12224","tauscherellen","mcfaulmichaela",NA
"12229","tauscherellen","timbiejamesp",NA
"12230","tauscherellen","mcfaulmichaela",NA
"12233","tauscherellen","timbiejamesp",NA
"12234","tauscherellen","mcfaulmichaela",NA
"12265","cherylmills","denis_r_mcdonoug",NA
"12266","mcdonoughdenisr","cherylmills",NA
"12271","cherylmills","denis_r_mcdonough",NA
"12272","mcdonoughdenisr","cherylmills",NA
"12275","cherylmills","denis_r_mcdonough",NA
"12276","mcdonoughdenisr","cherylmills",NA
"12285","valmorolona","syedzia",NA
"12300","humaabedin","cherylmills",NA
"12310","ricesusane","wolffalexd",NA
"12318","sullivanjacob","tillemanntomicahs",NA
"12325","sullivanjacob","tillemanntomicahs",NA
"12326","tillemanntomicahs","hi",NA
"12330","sullivanjacob","tillemanntomicahs",NA
"12333","sullivanjacob","tillemanntomicahs",NA
"12336","sullivanjacob","tillemanntomicahs",NA
"12337","tillemanntomicahs","hi",NA
"12366","mchalejuditha","crowleyphilipj",NA
"12367","mchalejuditha","tonyburman",NA
"12372","smithdanielb","cherylmills",NA
"12373","cherylmills","kennedypatrickf",NA
"12374","kennedypatrickf","humaabedin",NA
"12375","cherylmills","cooperdonna",NA
"12376","cherylmills","cooperdonna",NA
"12379","cherylmills","cooperdonna",NA
"12380","cherylmills","cooperdonna",NA
"12381","cherylmills","cooperdonna",NA
"12384","kellycraiga","cherylmills",NA
"12387","rodriguezmiguele","samuelsonheatherf",NA
"12399","opsnewsticker","newsmahogany",NA
"12404","shannonthomasa","cherylmills",NA
"12414","feltmanjeffreyd","macmanusjosephe",NA
"12417","feltmanjeffreyd","macmanusjosephe",NA
"12423","cherylmills","loisquam",NA
"12428","kennedypatrickf","cherylmills",NA
"12429","cherylmills","cherylmills",NA
"12430","cherylmills","kennedypatrickf",NA
"12431","kennedypatrickf","cherylmills",NA
"12432","cherylmills","kennedypatrickf",NA
"12433","kennedypatrickf","cherylmills",NA
"12436","kennedypatrickf","cherylmills",NA
"12437","cherylmills","cherylmills",NA
"12438","cherylmills","kennedypatrickf",NA
"12439","kennedypatrickf","cherylmills",NA
"12440","cherylmills","kennedypatrickf",NA
"12441","kennedypatrickf","cherylmills",NA
"12442","kennedypatrickf","cherylmills",NA
"12443","cherylmills","cherylmills",NA
"12444","cherylmills","kennedypatrickf",NA
"12445","kennedypatrickf","cherylmills",NA
"12446","cherylmills","kennedypatrickf",NA
"12447","kennedypatrickf","cherylmills",NA
"12453","sullivanjacob","burnswilliam",NA
"12454","burnswilliam","cherylmills",NA
"12455","cherylmills","burnswilliam",NA
"12456","burnswilliam","cherylmills",NA
"12457","cherylmills","burnswilliam",NA
"12461","lucaslaurad","sullivanjacob",NA
"12465","sullivanjacob","burnswilliam",NA
"12466","burnswilliam","cherylmills",NA
"12467","cherylmills","burnswilliam",NA
"12468","burnswilliam","cherylmills",NA
"12469","cherylmills","burnswilliam",NA
"12470","sullivanjacob","burnswilliam",NA
"12471","burnswilliam","cherylmills",NA
"12472","cherylmills","burnswilliam",NA
"12473","burnswilliam","cherylmills",NA
"12474","cherylmills","burnswilliam",NA
"12475","rodriguezmiguele","cherylmills",NA
"12476","rodriguezmiguele","sujaycfallonrobertm",NA
"12477","rodriguezmiguele","sujay",NA
"12478","haledavidm","daniel__shapirowailesjacob","1.4(B),1.4(D)"
"12479","haledavidm","daniel_b_shapirowailesjacob","1.4(B),1.4(D)"
"12480","haledavidm","daniel_b_shapircbwailesjacob","1.4(B),1.4(D)"
"12481","feldmandanielf","feldmandanielf",NA
"12482","feldmandanielf","feldmandanielf",NA
"12483","feldmandanielf","powersamantha%paulirosemarie",NA
"12484","feldmandanielf","paulirosemarie",NA
"12485","feldmandanielf","samantha_j_powe",NA
"12486","feldmandanielf","paulirosemarie",NA
"12487","humaabedin","feldmandanielf",NA
"12492","donilonthomase","sullivanjacob",NA
"12493","sullivanjacob","—declassifyon//","1.4(B),1.4(D)"
"12496","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12497","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12498","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12499","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12502","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12503","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12504","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12505","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12508","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12509","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12510","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12511","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12516","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12517","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12518","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12520","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12521","ricesusane","andersonbrooked","1.4(B),1.4(D)"
"12522","ricesusane","andersonbrooked","1.4(B),1.4(D)"
